2026-04-09T16:06:05.756058Z  INFO semver_analyzer::orchestrator: Running dep repo build command command=source ~/.nvm/nvm.sh && nvm exec "20.11.0" bash -c 'export NODE_ENV=development && yarn install && npx gulp buildPatternfly' worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.856721Z  WARN semver_analyzer::orchestrator: Dep repo build failed exit_code=Some(1) stderr=error This project's package.json defines "packageManager": "yarn@4.10.3". However the current global version of Yarn is 1.22.22.

Presence of the "packageManager" field indicates that the project is meant to be used with Corepack, a tool included by default with all official Node.js distributions starting from 16.9 and 14.19.
Corepack must currently be enabled by running corepack enable in your terminal. For more information, check out https://yarnpkg.com/corepack.
2026-04-09T16:06:06.856809Z  INFO semver_analyzer::orchestrator: Created dep repo worktree for CSS extraction dep_repo=/tmp/semver-pipeline-v2/repos/patternfly dep_ref=v6.4.0 worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.877152Z  INFO semver_analyzer::orchestrator: Detected removed CSS component blocks between dep-repo versions count=8 blocks=["AppLauncher", "Chip", "ContextSelector", "Dropdown", "LogViewer", "NotificationBadge", "OptionsMenu", "Select"]
2026-04-09T16:06:06.880394Z  INFO semver_analyzer_ts::css_profile: CSS profiles extracted from dir profiles=0
2026-04-09T16:09:10.811585Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_table_m_tree_view__toggle_Left new=c_table_m_tree_view__toggle_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.811596Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tabs_m_secondary__add_c_button_FontSize new=c_tabs_m_subtab__add_c_button_FontSize jaccard=0.75
2026-04-09T16:09:10.811606Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tabs_m_vertical__list_before_BorderBottomWidth new=c_tabs_m_vertical__list_before_BorderBlockStartWidth jaccard=0.75
2026-04-09T16:09:10.811619Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tabs_m_vertical__list_before_BorderLeftWidth new=c_tabs_m_vertical__list_before_BorderInlineEndWidth jaccard=0.75
2026-04-09T16:09:10.811631Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tabs_m_vertical__list_before_BorderRightWidth new=c_tabs_m_vertical__list_before_BorderBlockEndWidth jaccard=0.75
2026-04-09T16:09:10.811644Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tabs_m_vertical__list_before_BorderTopWidth new=c_tabs_m_vertical__list_before_BorderInlineStartWidth jaccard=0.75
2026-04-09T16:09:10.811655Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_text_input_group__utilities_child_MarginLeft new=c_text_input_group__utilities_child_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.811666Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tile__header_m_stacked__icon_MarginBottom new=c_tile__header_m_stacked__icon_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.811677Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_timestamp_m_help_text_hover_TextDecorationColor new=c_timestamp_m_help_text_hover_TextDecorationLine jaccard=0.75
2026-04-09T16:09:10.811689Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_toggle_group__button_focus_before_BorderColor new=c_toggle_group__button_disabled_before_BorderColor jaccard=0.75
2026-04-09T16:09:10.811700Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_toggle_group_m_compact__button_PaddingBottom new=c_toggle_group_m_compact__button_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.811712Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_toggle_group_m_compact__button_PaddingLeft new=c_toggle_group_m_compact__button_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.811724Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_toggle_group_m_compact__button_PaddingRight new=c_toggle_group_m_compact__button_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.811736Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_toggle_group_m_compact__button_PaddingTop new=c_toggle_group_m_compact__button_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.811749Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view__node_m_current_FontWeight new=c_tree_view__node_m_current_BackgroundColor jaccard=0.75
2026-04-09T16:09:10.811760Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view__node_toggle_icon_Transition new=c_tree_view__node_toggle_icon_TransitionTimingFunction jaccard=0.75
2026-04-09T16:09:10.811772Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view_m_compact__node_PaddingBottom new=c_tree_view_m_compact__node_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.811785Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view_m_compact__node_PaddingLeft new=c_tree_view_m_compact__node_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.811798Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view_m_compact__node_PaddingTop new=c_tree_view_m_compact__node_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.811810Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view_m_compact_border_Left new=c_tree_view_m_compact_border_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.811822Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_tree_view_m_guides_guide_Left new=c_tree_view_m_guides_guide_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.811834Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_wizard__nav_link_toggle_icon_Transition new=c_wizard__nav_link_toggle_icon_TransitionDuration jaccard=0.75
2026-04-09T16:09:10.811845Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_breakpoint_2xl new=t_global_breakpoint_2xl jaccard=0.75
2026-04-09T16:09:10.811858Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_breakpoint_lg new=t_global_breakpoint_lg jaccard=0.75
2026-04-09T16:09:10.811869Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_breakpoint_md new=t_global_breakpoint_md jaccard=0.75
2026-04-09T16:09:10.811880Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_breakpoint_sm new=t_global_breakpoint_sm jaccard=0.75
2026-04-09T16:09:10.811890Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_breakpoint_xl new=t_global_breakpoint_xl jaccard=0.75
2026-04-09T16:09:10.811901Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_breakpoint_xs new=t_global_breakpoint_xs jaccard=0.75
2026-04-09T16:09:10.811912Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_2xl new=t_global_spacer_2xl jaccard=0.75
2026-04-09T16:09:10.811923Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_3xl new=t_global_spacer_3xl jaccard=0.75
2026-04-09T16:09:10.811934Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_4xl new=t_global_spacer_4xl jaccard=0.75
2026-04-09T16:09:10.811944Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_lg new=t_global_spacer_lg jaccard=0.75
2026-04-09T16:09:10.811956Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_md new=t_global_spacer_md jaccard=0.75
2026-04-09T16:09:10.811966Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_sm new=t_global_spacer_sm jaccard=0.75
2026-04-09T16:09:10.811976Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_xl new=t_global_spacer_xl jaccard=0.75
2026-04-09T16:09:10.811987Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=global_spacer_xs new=t_global_spacer_xs jaccard=0.75
2026-04-09T16:09:10.811998Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__brand_sm_PaddingRight new=c_about_modal_box__brand_sm_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812010Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__brand_sm_PaddingLeft new=c_about_modal_box__brand_sm_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812024Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__brand_sm_PaddingBottom new=c_about_modal_box__brand_sm_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812035Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__close_sm_PaddingBottom new=c_about_modal_box__close_sm_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812045Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__close_lg_PaddingRight new=c_about_modal_box__close_lg_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812055Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__header_sm_PaddingRight new=c_about_modal_box__header_sm_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812067Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__header_sm_PaddingLeft new=c_about_modal_box__header_sm_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812078Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__strapline_sm_PaddingTop new=c_about_modal_box__strapline_sm_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.812089Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__content_sm_MarginTop new=c_about_modal_box__content_sm_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.812103Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__content_sm_MarginRight new=c_about_modal_box__content_sm_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.812117Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__content_sm_MarginBottom new=c_about_modal_box__content_sm_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.812129Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_about_modal_box__content_sm_MarginLeft new=c_about_modal_box__content_sm_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.812142Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_accordion_m_display_lg__toggle_PaddingTop new=c_accordion_m_display_lg__toggle_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812155Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_accordion_m_display_lg__toggle_PaddingRight new=c_accordion_m_display_lg__toggle_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812168Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_accordion_m_display_lg__toggle_PaddingBottom new=c_accordion_m_display_lg__toggle_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812182Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_accordion_m_display_lg__toggle_PaddingLeft new=c_accordion_m_display_lg__toggle_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.812193Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_alert__description_action_group_PaddingTop_base new=c_alert__description_action_group_PaddingBlockStart_base jaccard=0.75
2026-04-09T16:09:10.812203Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_link_m_inline_hover_TextDecoration new=c_button_m_link_m_inline_hover_TextDecorationLine jaccard=0.75
2026-04-09T16:09:10.812216Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_after_BorderColor new=c_button_BorderColor jaccard=0.75
2026-04-09T16:09:10.812228Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_after_BorderWidth new=c_button_BorderWidth jaccard=0.75
2026-04-09T16:09:10.812243Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_secondary_m_danger_focus_Color new=c_button_m_secondary_m_danger__icon_Color jaccard=0.75
2026-04-09T16:09:10.812255Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_secondary_m_danger_active_Color new=c_button_m_secondary_m_danger_m_clicked_Color jaccard=0.75
2026-04-09T16:09:10.812268Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_link_m_inline__progress_Left new=c_button_m_link_m_inline__progress_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.812279Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_link_m_danger_focus_Color new=c_button_m_link_m_danger_m_clicked_Color jaccard=0.75
2026-04-09T16:09:10.812292Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_link_m_danger_active_Color new=c_button_m_link_m_danger__icon_Color jaccard=0.75
2026-04-09T16:09:10.812303Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_button_m_in_progress_m_plain__progress_Left new=c_button_m_in_progress_m_plain__progress_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.812313Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_calendar_month__header_nav_control_MarginRight new=c_calendar_month__header_nav_control_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.812326Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_calendar_month__header_nav_control_MarginLeft new=c_calendar_month__header_nav_control_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.812337Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_calendar_month__dates_cell_before_Top new=c_calendar_month__dates_cell_before_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.812350Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_calendar_month__dates_cell_before_Right new=c_calendar_month__dates_cell_before_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.812365Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_calendar_month__dates_cell_before_Bottom new=c_calendar_month__dates_cell_before_InsetInlineEnd jaccard=0.75
2026-04-09T16:09:10.812379Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_calendar_month__dates_cell_before_Left new=c_calendar_month__dates_cell_before_InsetBlockEnd jaccard=0.75
2026-04-09T16:09:10.812391Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card__title_not_last_child_PaddingBottom new=c_card__title_not_last_child_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812403Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card_m_selectable_m_clickable_m_current_BackgroundColor new=c_card_m_selectable_m_clickable_m_current_BorderWidth jaccard=0.75
2026-04-09T16:09:10.812414Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card_m_compact_first_child_PaddingTop new=c_card_m_compact_first_child_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.812426Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card_m_compact_c_divider_child_PaddingTop new=c_card_m_compact_c_divider_child_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.812437Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card_m_display_lg_child_PaddingRight new=c_card_m_display_lg_child_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812448Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card_m_display_lg_child_PaddingBottom new=c_card_m_display_lg_child_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812460Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card_m_display_lg_child_PaddingLeft new=c_card_m_display_lg_child_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812472Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card__header_m_toggle_right_toggle_MarginRight new=c_card__header_m_toggle_right_toggle_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.812485Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_card__header_m_toggle_right_toggle_MarginLeft new=c_card__header_m_toggle_right_toggle_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.812499Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_code_editor__tab_icon_text_MarginLeft new=c_code_editor__tab_icon_text_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.812513Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_row_xl_PaddingRight new=c_data_list__item_row_xl_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.812525Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_row_xl_PaddingLeft new=c_data_list__item_row_xl_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812536Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_content_md_PaddingBottom new=c_data_list__item_content_md_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812547Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__cell_m_icon_MarginRight new=c_data_list__cell_m_icon_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.812560Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__cell_m_icon_cell_PaddingTop new=c_data_list__cell_m_icon_cell_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.812571Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_PaddingLeft new=c_data_list__item_draggable_button_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.812585Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_PaddingRight new=c_data_list__item_draggable_button_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.812598Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_MarginTop new=c_data_list__item_draggable_button_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.812613Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_MarginBottom new=c_data_list__item_draggable_button_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.812627Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_PaddingTop new=c_data_list__item_draggable_button_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812644Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_PaddingBottom new=c_data_list__item_draggable_button_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.812658Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_draggable_button_MarginLeft new=c_data_list__item_draggable_button_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.812671Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_control_md_MarginRight new=c_data_list__item_control_md_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.812682Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__item_action_md_MarginLeft new=c_data_list__item_action_md_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.812694Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__expandable_content_body_PaddingTop new=c_data_list__expandable_content_body_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.812708Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__expandable_content_body_PaddingRight new=c_data_list__expandable_content_body_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.812723Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__expandable_content_body_PaddingBottom new=c_data_list__expandable_content_body_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813092Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list__expandable_content_body_PaddingLeft new=c_data_list__expandable_content_body_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.813104Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list_m_compact__cell_PaddingTop new=c_data_list_m_compact__cell_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.813117Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list_m_compact__cell_PaddingBottom new=c_data_list_m_compact__cell_cell_MarginInlineEnd jaccard=0.75
